Number;Property;Title;Value;Format;State;Id;
334;7708308010-playground;Детские игровые площадки в парках;https://data.mos.ru/apiproxy/opendata/7708308010-detskie-igrovye-ploshchadki-v-parkah/meta.csv;csv;Активный;1389;
335;7704111479-zaklyucheniibrakainostrannyhgrazhdan;Сведения о заключении брака с участием иностранных граждан;https://data.mos.ru/apiproxy/opendata/7704111479-svedeniya-o-zaklyuchenii-braka-s-uchastiem-inostrannyh-grajdan/meta.csv;csv;Активный;61941;
336;7704111479-rozhdeniyavsemyahgde2ili1roditelyinostranny;Сведения о регистрации рождения в семьях, где оба родителя или один из родителей иностранные граждане;https://data.mos.ru/apiproxy/opendata/7704111479-svedeniya-o-registratsii-rojdeniya-v-semyah-gde-oba-roditelya-ili-odin-iz-roditeley-inostrannye-grajdane/meta.csv;csv;Активный;61947;
337;7704786030-marshrutyNGPT;Маршруты и остановки наземного городского пассажирского транспорта (Маршруты);https://data.mos.ru/apiproxy/opendata/7704786030-marshruty-i-ostanovki-nazemnogo-gorodskogo-passajirskogo-transporta-marshruty/meta.csv;csv;Активный;60664;
338;7704253064-InfoNumberOfDisabledYoungPeopleQuotedCategories;Сведения о численности инвалидов и молодежи квотируемых категорий, осуществляющих трудовую деятельность на квотируемых рабочих местах в соответствии с Законом города Москвы от 22.12.2004 № 90 «О квотировании рабочих мест»;https://data.mos.ru/apiproxy/opendata/7704253064-svedeniya-o-chislennosti-invalidov-i-molodeji/meta.csv;csv;Активный;61381;
339;7704253064-StateSocProtectionServicesElectronicForm;Государственные услуги в сфере социальной защиты, предоставляемые исключительно в электронном виде;https://data.mos.ru/apiproxy/opendata/7704253064-gosudarstvennye-uslugi-v-sfere-sotsialnoy-zashchity-predostavlyaemye-isklyuchitelno-v-elektronnom-vide/meta.csv;csv;Активный;61387;
340;7705031674-UchetnyegorodskiekvartalyTroitskogoiNovomoskovskogoadministrativnyhokrugovgorodaMoskvy;Учетные городские кварталы Троицкого и Новомосковского административных округов города Москвы;https://data.mos.ru/apiproxy/opendata/7705031674-uchetnye-gorodskie-kvartaly-troitskogo-i-novomoskovskogo-administrativnyh-okrugov-goroda-moskvy/meta.csv;csv;Активный;61403;
341;7710881420-Universams;(Архив) Универсамы;https://data.mos.ru/apiproxy/opendata/7710881420-universamy/meta.csv;csv;Архивный;1809;
342;7710881420-ShopsShoes;(Архив) Магазины «Обувь»;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-obuv/meta.csv;csv;Архивный;1820;
343;7710881420-Warehousestore;(Архив) Магазины-склады;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-sklady/meta.csv;csv;Архивный;1823;
344;7710881420-ShopsPet;(Архив) Магазины «Зоотовары»;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-zootovary/meta.csv;csv;Архивный;1816;
345;7710881420-ShopsNature;(Архив) Магазины «Природа»;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-priroda/meta.csv;csv;Архивный;1821;
346;7710881420-melons;(Архив) Бахчевые развалы;https://data.mos.ru/apiproxy/opendata/7710881420-bahchevye-razvaly/meta.csv;csv;Архивный;1496;
347;9710068955-Coworking;(Архив) Коворкинги;https://data.mos.ru/apiproxy/opendata/9710068955-kovorkingi/meta.csv;csv;Архивный;1464;
348;7710881420-ChildrensWorld;(Архив) Универмаги «Детский Мир»;https://data.mos.ru/apiproxy/opendata/7710881420-univermagi-detskiy-mir/meta.csv;csv;Архивный;1824;
349;7710881420-hypermarketnotfood;(Архив) Гипермаркеты (продовольственные);https://data.mos.ru/apiproxy/opendata/7710881420-gipermarkety-prodovolstvennye/meta.csv;csv;Архивный;1822;
350;7710878000-Parkland;Парковые территории;https://data.mos.ru/apiproxy/opendata/7710878000-parkovye-territorii/meta.csv;csv;Активный;1465;
351;7710881420-ShopsBoutique;(Архив) Магазины «Бутик»;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-butik/meta.csv;csv;Архивный;1826;
352;7710881420-Goodsformoms;(Архив) Товары для будущих мам;https://data.mos.ru/apiproxy/opendata/7710881420-tovary-dlya-budushchih-mam/meta.csv;csv;Архивный;1829;
353;7710881420-consumerservicesother;(Архив) Иные объекты бытового обслуживания;https://data.mos.ru/apiproxy/opendata/7710881420-inye-obekty-bytovogo-obslujivaniya/meta.csv;csv;Архивный;1766;
354;7707089084-Resorts;Санатории;https://data.mos.ru/apiproxy/opendata/7707089084-sanatorii/meta.csv;csv;Активный;510;
355;7710881420-ShopsManufacturedgoods;(Архив) Магазины «Промтовары»;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-promtovary/meta.csv;csv;Архивный;1827;
356;7710881420-childrenCafe;(Архив) Кафе детские, молодежные и семейного досуга;https://data.mos.ru/apiproxy/opendata/7710881420-kafe-detskie-molodejnye-i-semeynogo-dosuga/meta.csv;csv;Архивный;1789;
357;7710881420-hypermarketFood;(Архив) Гипермаркеты (непродовольственные);https://data.mos.ru/apiproxy/opendata/7710881420-gipermarkety-neprodovolstvennye/meta.csv;csv;Архивный;1806;
358;7708308010-Skiways;(Архив) Лыжные трассы города Москвы;https://data.mos.ru/apiproxy/opendata/7708308010-lyjnye-trassy-goroda-moskvy/meta.csv;csv;Архивный;1233;
359;7710881420-Minimarkets;(Архив) Минимаркеты;https://data.mos.ru/apiproxy/opendata/7710881420-minimarkety/meta.csv;csv;Архивный;1828;
360;7710881420-Householdproducts;(Архив) Товары для дома;https://data.mos.ru/apiproxy/opendata/7710881420-tovary-dlya-doma/meta.csv;csv;Архивный;1813;
361;7710881420-Commissionshops;(Архив) Комиссионные магазины;https://data.mos.ru/apiproxy/opendata/7710881420-komissionnye-magaziny/meta.csv;csv;Архивный;1810;
362;7707089084-pharmacy;(Архив) Аптеки;https://data.mos.ru/apiproxy/opendata/7707089084-apteki/meta.csv;csv;Архивный;501;
363;7710881420-RepairElectronicEquipment;(Архив) Ремонт и техническое обслуживание бытовой радиоэлектронной аппаратуры, бытовых машин и бытовых приборов, техники;https://data.mos.ru/apiproxy/opendata/7710881420-remont-i-tehnicheskoe-obslujivanie-bytovoy-radioelektronnoy-apparatury-bytovyh-mashin-i-bytovyh-priborov-tehniki/meta.csv;csv;Архивный;1770;
364;7710881420-ShopsMeat;(Архив) Магазины «Мясо»;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-myaso/meta.csv;csv;Архивный;1800;
365;7710881420-Hairandbeautyservices;(Архив) Парикмахерские и косметические услуги;https://data.mos.ru/apiproxy/opendata/7710881420-parikmaherskie-i-kosmeticheskie-uslugi/meta.csv;csv;Архивный;1768;
366;7705031674-Top100DebtorsRent;Рейтинг топ-100 должников арендной платы по договорам аренды земельных участков;https://data.mos.ru/apiproxy/opendata/7705031674-reyting-top-100-doljnikov-arendnoy-platy/meta.csv;csv;Активный;522;
367;7710881420-DepartmentStores;(Архив) Универмаги;https://data.mos.ru/apiproxy/opendata/7710881420-univermagi/meta.csv;csv;Архивный;1808;
368;7710881420-Drycleaning;(Архив) Химическая чистка и крашение;https://data.mos.ru/apiproxy/opendata/7710881420-himicheskaya-chistka-i-krashenie/meta.csv;csv;Архивный;1779;
369;7710881420-ShopsBooks;(Архив) Магазины «Книги»;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-knigi/meta.csv;csv;Архивный;1819;
370;7704776811-Trebovaniyakterritorialnomurazmescheniyutipovreklamnyhkonstruktsiy;Требования к территориальному размещению типов рекламных конструкций;https://data.mos.ru/apiproxy/opendata/7704776811-trebovaniya-k-territorialnomu-razmeshcheniyu-tipov-reklamnyh-konstruktsiy/meta.csv;csv;Активный;60787;
371;7710881420-Laundries;(Архив) Прачечные;https://data.mos.ru/apiproxy/opendata/7710881420-prachechnye/meta.csv;csv;Архивный;1772;
372;7710881420-Restaurants;(Архив) Рестораны;https://data.mos.ru/apiproxy/opendata/7710881420-restorany/meta.csv;csv;Архивный;1788;
373;7701679961-TOP25Defaulters;(Архив) ТОП-25 неплательщиков по начисленным штрафам;https://data.mos.ru/apiproxy/opendata/7701679961-top-25-neplatelshchikov-po-nachislennym-shtrafam/meta.csv;csv;Архивный;3246;
374;7710881420-JewelryRepair;(Архив) Ремонт ювелирных изделий;https://data.mos.ru/apiproxy/opendata/7710881420-remont-yuvelirnyh-izdeliy/meta.csv;csv;Архивный;1771;
375;7710881420-StoresMineralWater;(Архив) Магазины «Минеральные воды»;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-mineralnye-vody/meta.csv;csv;Архивный;1817;
376;7710881420-outletstores;(Архив) Аутлет-магазины;https://data.mos.ru/apiproxy/opendata/7710881420-autlet-magaziny/meta.csv;csv;Архивный;1812;
377;7710881420-Cookerystore;(Архив) Магазины кулинарии;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-kulinarii/meta.csv;csv;Архивный;1790;
378;7710881420-Saunas;(Архив) Сауны;https://data.mos.ru/apiproxy/opendata/7710881420-sauny/meta.csv;csv;Архивный;1774;
379;7710881420-Specializedshop;(Архив) Специализированные цеха;https://data.mos.ru/apiproxy/opendata/7710881420-spetsializirovannye-tseha/meta.csv;csv;Архивный;1791;
380;7710881420-Casekits;(Архив) Каскеты (бутики для среднего класса);https://data.mos.ru/apiproxy/opendata/7710881420-kaskety-butiki-dlya-srednego-klassa/meta.csv;csv;Архивный;1802;
381;7705031674-percentage;(Архив) Доля города Москвы в хозяйственных обществах;https://data.mos.ru/apiproxy/opendata/7705031674-dolya-goroda-moskvy-v-hozyaystvennyh-obshchestvah/meta.csv;csv;Архивный;1101;
382;7710878000-Sheltersforstrayanimals;Приюты для бродячих животных;https://data.mos.ru/apiproxy/opendata/7710878000-priyuty-dlya-brodyachih-jivotnyh/meta.csv;csv;Активный;744;
383;7710881420-ShopsFlowers;(Архив) Магазины «Цветы»;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-tsvety/meta.csv;csv;Архивный;1805;
384;7710881420-PawnShops;(Архив) Ломбарды;https://data.mos.ru/apiproxy/opendata/7710881420-lombardy/meta.csv;csv;Архивный;1773;
385;9710068955-Infrastructureenterpreners;Инфраструктура поддержки малого и среднего предпринимательства;https://data.mos.ru/apiproxy/opendata/9710068955-infrastruktura-podderjki-malogo-i-srednego-predprinimatelstva/meta.csv;csv;Активный;652;
386;7710881420-Stock;(Архив) Стоковые магазины (магазины «Сток»);https://data.mos.ru/apiproxy/opendata/7710881420-stokovye-magaziny-magaziny-stok/meta.csv;csv;Архивный;1811;
387;7704111479-ScheduleZAGS;График приема граждан: Управление записи актов гражданского состояния города Москвы;https://data.mos.ru/apiproxy/opendata/7704111479-grafik-priema-grajdan-upravlenie-zapisi-aktov-grajdanskogo-sostoyaniya-goroda-moskvy/meta.csv;csv;Активный;1993;
388;7710881420-ShopsProducts;(Архив) Магазины «Продукты»;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-produkty/meta.csv;csv;Архивный;1857;
389;7710881420-ThecentersofnonFoodwholesale;(Архив) Центры оптовой и мелкооптовой непродовольственной торговли;https://data.mos.ru/apiproxy/opendata/7710881420-tsentry-optovoy-i-melkooptovoy-neprodovolstvennoy-torgovli/meta.csv;csv;Архивный;1855;
390;7710881420-Productsforyouth;(Архив) Товары для молодежи;https://data.mos.ru/apiproxy/opendata/7710881420-tovary-dlya-molodeji/meta.csv;csv;Архивный;1858;
391;7710703106-PersonaDirectionMayor;Справочник персоналий: Управление делами Мэра и Правительства Москвы;https://data.mos.ru/apiproxy/opendata/7710703106-spravochnik-personaliy-upravlenie-delami-mera-i-pravitelstva-moskvy/meta.csv;csv;Активный;1994;
392;7710881420-GeneralMerchandiseStores;(Архив) Магазины со смешанным ассортиментом;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-so-smeshannym-assortimentom/meta.csv;csv;Архивный;1860;
393;7710723399-ScheduleDKR;График приема граждан: Департамент капитального ремонта города Москвы;https://data.mos.ru/apiproxy/opendata/7710723399-grafik-priema-grajdan-departament-kapitalnogo-remonta-goroda-moskvy/meta.csv;csv;Активный;1925;
394;7728073222-Archives;Архивы Москвы;https://data.mos.ru/apiproxy/opendata/7728073222-arhivy-moskvy/meta.csv;csv;Активный;1930;
395;7710878000-MoscowGovernmentCustomers;Государственные заказчики города Москвы;https://data.mos.ru/apiproxy/opendata/7710878000-gosudarstvennye-zakazchiki-goroda-moskvy/meta.csv;csv;Активный;3042;
396;7704253064-minSubsistenceDynamics;Динамика изменения величины прожиточного минимума в городе Москве;https://data.mos.ru/apiproxy/opendata/7704253064-dinamika-izmeneniya-velichiny-projitochnogo-minimuma/meta.csv;csv;Активный;1982;
397;7704776811-PersonaDirectionSMI;Справочник персоналий: Департамент средств массовой информации и рекламы города Москвы;https://data.mos.ru/apiproxy/opendata/7704776811-spravochnik-personaliy-departament-sredstv-massovoy-informatsii-i-reklamy-goroda-moskvy/meta.csv;csv;Активный;1960;
398;7704776297-ScheduleRegionalSecurity;График приема граждан: Департамент региональной безопасности и противодействия коррупции города Москвы;https://data.mos.ru/apiproxy/opendata/7704776297-grafik-priema-grajdan-departament-regionalnoy-bezopasnosti-i-protivodeystviya-korruptsii-goroda-moskvy/meta.csv;csv;Активный;1995;
399;7710152113-budgetRevenues;Структура доходов бюджета;https://data.mos.ru/apiproxy/opendata/7710152113-struktura-dohodov-byudjeta/meta.csv;csv;Активный;1986;
400;7702051094-orgrating;Рейтинг управляющих организаций города Москвы за 2015 - 2018 годы;https://data.mos.ru/apiproxy/opendata/7702051094-reyting-upravlyayushchih-organizatsiy-goroda-moskvy/meta.csv;csv;Активный;1936;
401;7704236196-ScheduleJudges;График приема граждан: Департамент по обеспечению деятельности мировых судей города Москвы;https://data.mos.ru/apiproxy/opendata/7704236196-grafik-priema-grajdan-upravlenie-po-obespecheniyu-deyatelnosti-mirovyh-sudey-goroda-moskvy/meta.csv;csv;Активный;2003;
402;7704253064-promoteEmploymentOIV;Наименования органов исполнительной власти субъектов Российской Федерации, осуществляющих полномочия в области содействия занятости населения и переданное полномочие по осуществлению социальных выплат гражданам, признанным в установленном порядке безработными;https://data.mos.ru/apiproxy/opendata/7704253064-perechen-oiv-po-subektam-rf-osushchestvlyayushchih-polnomochiya-v-oblasti-sodeystviya-zanyatosti-naseleniya/meta.csv;csv;Активный;1990;
403;7706188935-ScheduleMosGIK;График приема граждан: Государственная инспекция города Москвы по качеству сельскохозяйственной продукции, сырья и продовольствия;https://data.mos.ru/apiproxy/opendata/7706188935-grafik-priema-grajdan-gosudarstvennaya-inspektsiya-goroda-moskvy-po-kachestvu-selskohozyaystvennoy-produktsii-syrya-i-prodovolstviya/meta.csv;csv;Активный;1944;
404;7704111479-FemaleNames;Сведения о наиболее популярных женских именах среди новорожденных;https://data.mos.ru/apiproxy/opendata/7704111479-svedeniya-o-naibolee-populyarnyh-jenskih-imenah-sredi-novorojdennyh/meta.csv;csv;Активный;2009;
405;7704776297-MOIStructure;Структура Главного управления Министерства внутренних дел Российской Федерации по городу Москве;https://data.mos.ru/apiproxy/opendata/7704776297-struktura-glavnogo-upravleniya-ministerstva-vnutrennih-del-rossiyskoy-federatsii-po-gorodu-moskve/meta.csv;csv;Активный;2362;
406;7710474791-ScheduleUpOMGZ;График приема граждан: Департамент по делам гражданской обороны, чрезвычайным ситуациям и пожарной безопасности города Москвы;https://data.mos.ru/apiproxy/opendata/7710474791-grafik-priema-grajdan-departament-po-delam-grajdanskoy-oborony-chrezvychaynym-situatsiyam-i-pojarnoy-b/meta.csv;csv;Активный;1926;
407;7730544207-PersonaDirectionMosgosstroynadzor;Справочник персоналий: Комитет государственного строительного надзора города Москвы;https://data.mos.ru/apiproxy/opendata/7730544207-spravochnik-personaliy-komitet-gosudarstvennogo-stroitelnogo-nadzora-goroda-moskvy/meta.csv;csv;Активный;1947;
408;7719028495-AccreditedEI;Реестр аккредитованных образовательных организаций, расположенных на территории субъектов Российской Федерации;https://data.mos.ru/apiproxy/opendata/7719028495-reestr-akkreditovannyh-obrazovatelnyh-uchrejdeniy-raspolojennyh-na-territorii-subektov-rossiyskoy-federatsii/meta.csv;csv;Активный;2021;
409;7710881420-ShopsFish;(Архив) Магазины «Рыба»;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-ryba/meta.csv;csv;Архивный;1832;
410;7707089084-healthprotectionOIV;Наименования органов исполнительной власти субъектов Российской Федерации, осуществляющих переданные полномочия Российской Федерации в области охраны здоровья граждан;https://data.mos.ru/apiproxy/opendata/7707089084-naimenovaniya-organov-ispolnitelnoy-vlasti-subektov-rossiyskoy-federatsii-osushchestvlyayushchih-peredannye-polnomochiya-rossiyskoy-federatsii-v-oblasti-ohrany-zdorovya-grajdan/meta.csv;csv;Активный;1939;
411;7719028495-educationOIV;Наименования органов исполнительной власти субъектов Российской Федерации, осуществляющих переданные полномочия Российской Федерации в области образования;https://data.mos.ru/apiproxy/opendata/7719028495-naimenovaniya-oiv-v-oblasti-obrazovaniya/meta.csv;csv;Активный;1958;
412;7719028495-EducationalActivityLicensesRegister;Реестр лицензий на образовательную деятельность, выданных органами исполнительной власти субъектов Российской Федерации, осуществляющими переданные полномочия Российской Федерации в области образования;https://data.mos.ru/apiproxy/opendata/7719028495-reestr-litsenziy-na-obrazovatelnuyu-deyatelnost-vydannyh-organami-ispolnitelnoy-vlasti/meta.csv;csv;Активный;2024;
413;7709083955-ScheduleOATI;График приема граждан: Объединение административно-технических инспекций города Москвы;https://data.mos.ru/apiproxy/opendata/7709083955-grafik-priema-grajdan-obedinenie-administrativno-tehnicheskih-inspektsiy-goroda-moskvy/meta.csv;csv;Активный;1956;
414;7704253064-ElderWorkingAgePopulation;(Архив) Численность постоянного населения старше трудоспособного возраста;https://data.mos.ru/apiproxy/opendata/7704253064-chislennost-postoyannogo-naseleniya-starshe-trudosposobnogo-vozrasta/meta.csv;csv;Архивный;2022;
415;7728073222-PersonaDirectionArchive;Справочник персоналий: Главное архивное управление города Москвы;https://data.mos.ru/apiproxy/opendata/7728073222-spravochnik-personaliy-glavnoe-arhivnoe-upravlenie-goroda-moskvy/meta.csv;csv;Активный;1931;
416;7708308010-PersonaDirectionDFKiS;Справочник персоналий: Департамент спорта города Москвы;https://data.mos.ru/apiproxy/opendata/7708308010-spravochnik-personaliy-departament-fizicheskoy-kultury-i-sporta-goroda-moskvy/meta.csv;csv;Активный;1942;
417;7710881420-ShopsHunter;(Архив) Магазины «Охотник»;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-ohotnik/meta.csv;csv;Архивный;1850;
418;-PersonaDirectionREK;(Архив) Справочник персоналий: Региональная энергетическая комиссия города Москвы;https://data.mos.ru/apiproxy/opendata/-spravochnik-personaliy-regionalnaya-energeticheskaya-komissiya-goroda-moskvy/meta.csv;csv;Архивный;1934;
419;7702051094-BuildingsAlterations2014;Количество согласованных перепланировок в многоквартирных домах (МКД);https://data.mos.ru/apiproxy/opendata/7702051094-kolichestvo-soglasovannyh-pereplanirovok-v-mnogokvartirnyh-domah-mkd-za-2014-god/meta.csv;csv;Активный;1964;
420;7710881420-ShopsPeacegardener;(Архив) Магазины «Мир садовода»;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-mir-sadovoda/meta.csv;csv;Архивный;1852;
421;7710881420-Otherspecializednontrading;(Архив) Прочие специализированные непродовольственные предприятия торговли;https://data.mos.ru/apiproxy/opendata/7710881420-prochie-spetsializirovannye-neprodovolstvennye-predpriyatiya-torgovli/meta.csv;csv;Архивный;1851;
422;7710881420-TradingHouses;(Архив) Торговые Дома;https://data.mos.ru/apiproxy/opendata/7710881420-torgovye-doma/meta.csv;csv;Архивный;1831;
423;7710723399-PersonaDirectionDKR;Справочник персоналий: Департамент капитального ремонта города Москвы;https://data.mos.ru/apiproxy/opendata/7710723399-spravochnik-personaliy-departament-kapitalnogo-remonta-goroda-moskvy/meta.csv;csv;Активный;1922;
424;7719028495-CompetitionsList2016;Перечень олимпиад школьников;https://data.mos.ru/apiproxy/opendata/7719028495-perechen-olimpiad-shkolnikov-na-2016-uchebniy-god/meta.csv;csv;Активный;2001;
425;7710881420-ShopsVegetablesFruits;(Архив) Магазины «Овощи-фрукты»;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-ovoshchi-frukty/meta.csv;csv;Архивный;1853;
426;7710881420-gastronome;(Архив) Гастрономы;https://data.mos.ru/apiproxy/opendata/7710881420-gastronomy/meta.csv;csv;Архивный;1840;
427;7710881420-ShopsFabrics;(Архив) Магазины «Ткани»;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-tkani/meta.csv;csv;Архивный;1849;
428;7710881420-ShopsSeeds;(Архив) Магазины «Семена»;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-semena/meta.csv;csv;Архивный;1836;
429;7710881420-ShopsDiscount;(Архив) Магазины «Дисконт»;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-diskont/meta.csv;csv;Архивный;1859;
430;7710881420-autoshows;(Архив) Автосалоны;https://data.mos.ru/apiproxy/opendata/7710881420-avtosalony/meta.csv;csv;Архивный;1837;
431;7719028495-599InstitutionsProportion;Доля образовательных учреждений среднего профессионального образования и образовательных учреждений высшего профессионального образования, здания которых приспособлены для обучения лиц с ограниченными возможностями здоровья (Указ Президента Российской Федерации от 7 мая 2012 года № 599 «О мерах по реализации государственной политики в области образования и науки»);https://data.mos.ru/apiproxy/opendata/7719028495-dolya-obrazovatelnyh-uchrejdeniy/meta.csv;csv;Активный;1953;
432;7709083955-administrativeData;Данные по взысканиям, наложенным в результате административных нарушений. Организации, имеющие наибольшую задолженность по оплате штрафов ОАТИ;https://data.mos.ru/apiproxy/opendata/7709083955-dannye-po-vzyskaniyam-nalojennym-v-rezultate-vyyavlennyh-administrativnyh-pravonarusheniy/meta.csv;csv;Активный;1935;
433;7708308010-ScheduleDFKiS;График приема граждан: Департамент спорта города Москвы;https://data.mos.ru/apiproxy/opendata/7708308010-grafik-priema-grajdan-departament-fizicheskoy-kultury-i-sporta-goroda-moskvy/meta.csv;csv;Активный;1941;
434;7704776811-ScheduleSMI;График приема граждан: Департамент средств массовой информации и рекламы города Москвы;https://data.mos.ru/apiproxy/opendata/7704776811-grafik-priema-grajdan-departament-sredstv-massovoy-informatsii-i-reklamy-goroda-moskvy/meta.csv;csv;Активный;1959;
435;7702051094-AdministrativeMeasures;Принятые меры административного воздействия за нарушения, выявленные при осуществлении лицензионного контроля предпринимательской деятельности по управлению многоквартирными домами;https://data.mos.ru/apiproxy/opendata/7702051094-prinyatye-mery-administrativnogo-vozdeystviya-za-narusheniya-vyyavlennye-pri-osushchestvlenii-litsenzionnogo-kontrolya/meta.csv;csv;Активный;1965;
436;7710881420-ShopsDiscounter;(Архив) Магазины «Дискаунтер»;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-diskaunter/meta.csv;csv;Архивный;1862;
437;7710474791-PersonaDirectionUpOMGZ;Справочник персоналий: Департамент по делам гражданской обороны, чрезвычайным ситуациям и пожарной безопасности города Москвы;https://data.mos.ru/apiproxy/opendata/7710474791-spravochnik-personaliy-departament-po-delam-grajdanskoy-oborony-chrezvychaynym-situatsiyam-i-pojarnoy-bezopasnosti-goroda-moskvy/meta.csv;csv;Активный;1923;
438;7704236196-PersonaDirectionJudges;Справочник персоналий: Департамент по обеспечению деятельности мировых судей города Москвы;https://data.mos.ru/apiproxy/opendata/7704236196-spravochnik-personaliy-upravlenie-po-obespecheniyu-deyatelnosti-mirovyh-sudey-goroda-moskvy/meta.csv;csv;Активный;2004;
439;7710881420-Productsformen;(Архив) Товары для мужчин;https://data.mos.ru/apiproxy/opendata/7710881420-tovary-dlya-mujchin/meta.csv;csv;Архивный;1856;
440;7710881420-Shoppingcenters;(Архив) Торговые центры (аутлет-центры, моллы, ритейл-парки);https://data.mos.ru/apiproxy/opendata/7710881420-torgovye-tsentry-autlet-tsentry-molly-riteyl-parki/meta.csv;csv;Архивный;1844;
441;7707089084-ScheduleDZM;График приема граждан: Департамент здравоохранения города Москвы;https://data.mos.ru/apiproxy/opendata/7707089084-grafik-priema-grajdan-departament-zdravoohraneniya-goroda-moskvy/meta.csv;csv;Активный;1938;
442;7704111479-MarriageNumber;(Архив) Число браков по годам;https://data.mos.ru/apiproxy/opendata/7704111479-chislo-brakov-po-mesyatsam/meta.csv;csv;Архивный;2012;
443;7710881420-ShopsSportandTourism;(Архив) Магазины «Спорт и туризм»;https://data.mos.ru/apiproxy/opendata/7710881420-magaziny-sport-i-turizm/meta.csv;csv;Архивный;1803;
444;7705021556-ScheduleMosgornasledie;График приема граждан: Департамент культурного наследия города Москвы;https://data.mos.ru/apiproxy/opendata/7705021556-grafik-priema-grajdan-departament-kulturnogo-naslediya-goroda-moskvy/meta.csv;csv;Активный;1963;
445;7725570674-PersonaDirectionMoskomvet;Справочник персоналий: Комитет ветеринарии города Москвы;https://data.mos.ru/apiproxy/opendata/7725570674-spravochnik-personaliy-komitet-veterinarii-goroda-moskvy/meta.csv;csv;Активный;1988;
446;7704111479-DivorceNumber;(Архив) Число разводов по годам;https://data.mos.ru/apiproxy/opendata/7704111479-chislo-razvodov-po-mesyatsam/meta.csv;csv;Архивный;2013;
447;7701679961-PersonaDirectionGIN;Справочник персоналий: Государственная инспекция по контролю за использованием объектов недвижимости города Москвы;https://data.mos.ru/apiproxy/opendata/7701679961-spravochnik-personaliy-gosudarstvennaya-inspektsiya-po-kontrolyu-za-ispolzovaniem-obektov-nedvijimosti-goroda-moskvy/meta.csv;csv;Активный;1928;
448;7709083955-PersonaDirectionOATI;Справочник персоналий: Объединение административно-технических инспекций города Москвы;https://data.mos.ru/apiproxy/opendata/7709083955-spravochnik-personaliy-obedinenie-administrativno-tehnicheskih-inspektsiy-goroda-moskvy/meta.csv;csv;Активный;1981;
449;7701236617-ReceptionPointsRecyclablesDZhKHiB;(Архив) Пункты приема вторсырья Департамента жилищно-коммунального хозяйства и благоустройства города Москвы;https://data.mos.ru/apiproxy/opendata/7701236617-punkty-priema-vtorsyrya-departamenta-jilishchno-kommunalnogo-hozyaystva-i-blagoustroystva-goroda-moskvy/meta.csv;csv;Архивный;2027;
450;7704253064-ScheduleDTiSZN;График приема граждан: Департамент труда и социальной защиты населения города Москвы;https://data.mos.ru/apiproxy/opendata/7704253064-grafik-priema-grajdan-departament-truda-i-sotsialnoy-zashchity-naseleniya-goroda-moskvy/meta.csv;csv;Активный;1940;
451;7710152113-PersonaDirectionFindep;Справочник персоналий: Департамент финансов города Москвы;https://data.mos.ru/apiproxy/opendata/7710152113-spravochnik-personaliy-departament-finansov-goroda-moskvy/meta.csv;csv;Активный;1984;
452;7725570674-SheduleMoskomvet;График приема граждан: Комитет ветеринарии города Москвы;https://data.mos.ru/apiproxy/opendata/7725570674-grafik-priema-grajdan-komitet-veterinarii-goroda-moskvy/meta.csv;csv;Активный;2005;
453;7701236617-ReceptionPointsWastepaperDZhKHiB;(Архив) Пункты приема макулатуры Департамента жилищно-коммунального хозяйства и благоустройства города Москвы;https://data.mos.ru/apiproxy/opendata/7701236617-punkty-priema-makulatury-departamenta-jilishchno-kommunalnogo-hozyaystva-i-blagoustroystva-goroda-moskvy/meta.csv;csv;Архивный;2028;
454;7710152113-Registerofinstitutions;Реестр учреждений города Москвы;https://data.mos.ru/apiproxy/opendata/7710152113-reestr-uchrejdeniy-goroda-moskvy/meta.csv;csv;Активный;1641;
455;7725570674-MoskomvetSpecialistList;Реестр специалистов в области ветеринарии, занимающихся предпринимательской деятельностью на территории Москвы;https://data.mos.ru/apiproxy/opendata/7725570674-reestr-spetsialistov-v-oblasti-veterinarii-zanimayushchihsya-predprinimatelskoy-deyatelnostyu-na-territo/meta.csv;csv;Активный;2006;
