Number;Property;Title;Value;Format;State;Id;
598;7706188935-ExerciseControlPersonsListMosGIK;Перечень лиц, уполномоченных на осуществление контроля: МосГИК;https://data.mos.ru/apiproxy/opendata/7706188935-perechen-lits-upolnomochennyh-na-osushchestvlenie-kontrolya-mosgik/meta.csv;csv;Активный;3226;
599;7704221753-PollutantEmissionsDynamics;Динамика объема выбросов загрязняющих веществ в атмосферный воздух от автомобильного транспорта;https://data.mos.ru/apiproxy/opendata/7704221753-dinamika-obema-vybrosov-zagryaznyayushchih-veshchestv-v-atmosferniy-vozduh-ot-avtomobilnogo-transporta/meta.csv;csv;Активный;2385;
600;7704253064-SubordinationOrgs;Подведомственные учреждения;https://data.mos.ru/apiproxy/opendata/7704253064-podvedomstvennye-uchrejdeniya-departamenta-truda-i-sotsialnoy-zashchity-naseleniya-goroda-moskvy/meta.csv;csv;Активный;2401;
601;7710878000-DogGrounds;Площадки для выгула (дрессировки) собак;https://data.mos.ru/apiproxy/opendata/7710878000-ploshchadki-dlya-vygula-dressirovki-sobak/meta.csv;csv;Активный;2663;
602;7704221753-StateEcoExamInfo;Информация о результатах проведения государственной экологической экспертизы на объектах, подлежащих государственному экологическому контролю, осуществляемому органами исполнительной власти субъектов Российской Федерации;https://data.mos.ru/apiproxy/opendata/7704221753-informatsiya-o-rezultatah-provedeniya-gosudarstvennoy-ekologicheskoy-ekspertizy-na-obektah/meta.csv;csv;Активный;2402;
603;7704786030-TrafficLimitationOnWorksPeriod;Данные об ограничении движения транспорта на период производства работ;https://data.mos.ru/apiproxy/opendata/7704786030-dannye-ob-ogranichenii-dvijeniya-transporta-na-period-proizvodstva-rabot/meta.csv;csv;Активный;2527;
604;7708308010-CircleOfLightFestival;(Архив) Места проведения фестиваля «Круг света»;https://data.mos.ru/apiproxy/opendata/7708308010-mesta-provedeniya-festivalya-krug-sveta/meta.csv;csv;Архивный;2703;
605;7719028495-Educationalservices;(Архив) Образовательные услуги (ДОгМ);https://data.mos.ru/apiproxy/opendata/7719028495-obrazovatelnye-uslugi/meta.csv;csv;Архивный;1070;
606;7704776811-PodvedomstvennyeorganizatsiiDepartamentaSMIireklamy;Подведомственные организации Департамента средств массовой информации и рекламы города Москвы;https://data.mos.ru/apiproxy/opendata/7704776811-podvedomstvennye-organizatsii-departamenta-sredstv-massovoy-informatsii-i-reklamy-goroda-moskvy/meta.csv;csv;Активный;60784;
607;7701236617-ElectricalAppliancesReceptionPoints;Пункты приема вышедшей из употребления электробытовой техники;https://data.mos.ru/apiproxy/opendata/7701236617-punkty-priema-vyshedshey-iz-upotrebleniya-elektrobytovoy-tehniki/meta.csv;csv;Активный;2424;
608;7710145589-SubOrgsOfCommitteeForArchitectureAndUrbanPlanning;Реестр сведений о подведомственных организациях Комитета по архитектуре и градостроительству города Москвы;https://data.mos.ru/apiproxy/opendata/7710145589-reestr-svedeniy-o-podvedomstvennyh-organizatsiyah-komiteta-po-arhitekture-i-gradostroitelstvu/meta.csv;csv;Активный;61604;
609;7701236617-EPDDistrictsInfo;Количественная информация по единому платежному документу (ЕПД) в городе Москве в различных разрезах по районам;https://data.mos.ru/apiproxy/opendata/7701236617-kolichestvennaya-informatsiya-po-edinomu-platejnomu-dokumentu-v-gorode-moskve-v-razlichnyh-razrezah-po-rayonam/meta.csv;csv;Активный;2581;
610;7710145589-InfoAboutManagementOfUrbanPlanningRegulation;Реестр сведений об управлениях градостроительного регулирования города Москвы;https://data.mos.ru/apiproxy/opendata/7710145589-reestr-svedeniy-ob-upravleniyah-gradostroitelnogo-regulirovaniya-goroda-moskvy/meta.csv;csv;Активный;61601;
611;7704786030-MoscowBicycleParade;Московский велофестиваль;https://data.mos.ru/apiproxy/opendata/7704786030-moskovskiy-veloparad/meta.csv;csv;Активный;2564;
612;7710881420-MilitaryTrade;(Архив) Военторги;https://data.mos.ru/apiproxy/opendata/7710881420-voentorgi/meta.csv;csv;Архивный;2704;
613;7701236617-Regionalengineeringservices;(Архив) Государственные казенные учреждения «Инженерные службы» районов города Москвы;https://data.mos.ru/apiproxy/opendata/7701236617-rayonnye-injenernye-slujby/meta.csv;csv;Архивный;500;
614;7702051094-ManagementCompaniesAndHomeownersAssociationsList;Перечень управляющих компаний и товариществ собственников жилья, осуществляющих свою деятельность на территории города Москвы;https://data.mos.ru/apiproxy/opendata/7702051094-perechen-upravlyayushchih-kompaniy-i-tovarishchestv-sobstvennikov-jilya/meta.csv;csv;Активный;2681;
615;7704786030-ScheduleDTiRDTI;График приема граждан: Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;https://data.mos.ru/apiproxy/opendata/7704786030-grafik-priema-grajdan-departament-transporta-i-razvitiya-dorojno-transportnoy-infrastruktury-goroda/meta.csv;csv;Активный;2741;
616;7704221753-ScaleOfSoilsPollution;Ориентировочная оценочная шкала опасности загрязнения почв по суммарному показателю загрязнения;https://data.mos.ru/apiproxy/opendata/7704221753-orientirovochnaya-otsenochnaya-shkala-opasnosti-zagryazneniya-pochv-po-summarnomu-pokazatelyu-zagryazneniya/meta.csv;csv;Активный;2443;
617;7704253498-RussianOrthodoxChurchObjects;Религиозные объекты Русской православной церкви;https://data.mos.ru/apiproxy/opendata/7704253498-religioznye-obekty-russkoy-pravoslavnoy-tserkvi/meta.csv;csv;Активный;2624;
618;7702155262-BooksRanking2016;(Архив) Рейтинг книг, пользовавшихся наибольшим спросом у читателей библиотек в 2016;https://data.mos.ru/apiproxy/opendata/7702155262-reyting-knig-polzovavshihsya-naibolshim-sprosom-u-chitateley-bibliotek-v-2016/meta.csv;csv;Архивный;3289;
619;7704786030-PersonaDirectionDTiRDTI;Справочник персоналий: Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;https://data.mos.ru/apiproxy/opendata/7704786030-spravochnik-personaliy-departament-transporta-i-razvitiya-dorojno-transportnoy-infrastruktury-goroda-moskvy/meta.csv;csv;Активный;2742;
620;7704221753-AirQualityMonitoringStations;Автоматические станции контроля загрязнения атмосферы;https://data.mos.ru/apiproxy/opendata/7704221753-avtomaticheskie-stantsii-kontrolya-zagryazneniya-atmosfery/meta.csv;csv;Активный;2447;
621;7704221753-ecologyOIV;Наименования органов исполнительной власти субъектов Российской Федерации, осуществляющих полномочия в области экологической экспертизы;https://data.mos.ru/apiproxy/opendata/7704221753-naimenovaniya-organov-ispolnitelnoy-vlasti-subektov-rossiyskoy-federatsii-osushchestvlyayushchih-polnomochiya-v-oblasti-ekologicheskoy-ekspertizy/meta.csv;csv;Активный;2426;
622;7708308010-SportsInstitutionsList;Перечень спортивных учреждений Москвы;https://data.mos.ru/apiproxy/opendata/7708308010-perechen-sportivnyh-uchrejdeniy-moskvy/meta.csv;csv;Активный;2421;
623;7704221753-FreshwaterBodiesQualityParameters;Параметры качества водных объектов;https://data.mos.ru/apiproxy/opendata/7704221753-parametry-kachestva-vodnyh-obektov/meta.csv;csv;Активный;2448;
624;7708308010-VyborVidovSportaDlyaDetey;Центры тестирования в рамках реализации программы «Помощь родителям в выборе видов спорта для детей»;https://data.mos.ru/apiproxy/opendata/7708308010-tsentry-testirovaniya-v-ramkah-realizatsii-programmy-pomoshch-roditelyam-v-vybore-vidov-sporta-dlya-detey/meta.csv;csv;Активный;2725;
625;7701236617-WasteManagementCompanies;Перечень компаний, осуществляющих деятельность по обращению с отходами;https://data.mos.ru/apiproxy/opendata/7701236617-perechen-kompaniy-osushchestvlyayushchih-deyatelnost-po-obrashcheniyu-s-othodami/meta.csv;csv;Активный;2423;
626;7710071979-ScheduleDNPiP;График приема граждан: Департамент инвестиционной и промышленной политики города Москвы;https://data.mos.ru/apiproxy/opendata/7710071979-grafik-priema-grajdan-departament-nauki-promyshlennoy-politiki-i-predprinimatelstva-goroda-moskvy/meta.csv;csv;Активный;2604;
627;7703465612-touristInfoCenters;Перечень туристско-информационных центров Москвы;https://data.mos.ru/apiproxy/opendata/7703465612-perechen-turistsko-informatsionnyh-tsentrov-moskvy/meta.csv;csv;Активный;2465;
628;7701236617-YardsForGarbageContainers;Места сбора отходов;https://data.mos.ru/apiproxy/opendata/7701236617-mesta-sbora-othodov/meta.csv;csv;Активный;2542;
629;7710881420-MoscowJamNaturesBlessings;(Архив) Места проведения фестиваля «Московское варенье. Дары природы»;https://data.mos.ru/apiproxy/opendata/7710881420-mesta-provedeniya-festivalya-moskovskoe-varene-dary-prirody/meta.csv;csv;Архивный;2589;
630;7702155262-Biblionoch;(Архив) Безвозмездная передача книг населению в рамках акции «Библионочь-2016»;https://data.mos.ru/apiproxy/opendata/7702155262-bezvozmezdnaya-peredacha-knig-naseleniyu-v-ramkah-aktsii-biblionoch-2016/meta.csv;csv;Архивный;2469;
631;7710878000-SummerHolidayPlaces;(Архив) Места летнего отдыха;https://data.mos.ru/apiproxy/opendata/7710878000-mesta-letnego-otdyha/meta.csv;csv;Архивный;2482;
632;7710878000-BulkwasteContainers;Места установки бункеров для сбора крупногабаритного мусора;https://data.mos.ru/apiproxy/opendata/7710878000-mesta-ustanovki-bunkerov-dlya-sbora-krupnogabaritnogo-musora/meta.csv;csv;Активный;2470;
633;7701236617-SecondaryMaterialsReceptionPoints;(Архив) Пункты приема вторичных материальных ресурсов;https://data.mos.ru/apiproxy/opendata/7701236617-punkty-priema-vtorichnyh-materialnyh-resursov/meta.csv;csv;Архивный;2585;
634;7710881420-OurProductFest;(Архив) Места проведения фестиваля «Наш продукт»;https://data.mos.ru/apiproxy/opendata/7710881420-festival-nash-produkt/meta.csv;csv;Архивный;2518;
635;7710881420-MoscowFilmFestival;(Архив) Места проведения фестиваля «Московское кино»;https://data.mos.ru/apiproxy/opendata/7710881420-mesta-provedeniya-festivalya-moskovskoe-kino/meta.csv;csv;Архивный;2671;
636;7710881420-FestivalGoldenAutumn;(Архив) Места проведения фестиваля «Золотая осень»;https://data.mos.ru/apiproxy/opendata/7710881420-mesta-provedeniya-festivalya-zolotaya-osen/meta.csv;csv;Архивный;2702;
637;7703465612-hotels1;Гостиницы;https://data.mos.ru/apiproxy/opendata/7703465612-gostinitsy/meta.csv;csv;Активный;2343;
638;7710723399-GovDevelopmentPrograms;Мероприятия по установке подъемных платформ для маломобильных групп населения в рамках реализации Государственной программы «Социальная поддержка жителей города Москвы»;https://data.mos.ru/apiproxy/opendata/7710723399-meropriyatiya-razvitiya-gosudarstvennyh-programm/meta.csv;csv;Активный;3295;
639;7704253498-RepresentativeOfficesSubjectOfRussia;Представительства субъектов Российской Федерации в городе Москве;https://data.mos.ru/apiproxy/opendata/7704253498-predstavitelstva-subektov-rossiyskoy-federatsii-v-gorode-moskve/meta.csv;csv;Активный;3301;
640;7704221753-BotanicalGardens;Ботанические сады;https://data.mos.ru/apiproxy/opendata/7704221753-botanicheskie-sady/meta.csv;csv;Активный;2456;
641;7710881420-IceCreamFestivals;(Архив) Места проведения фестиваля «Московское мороженое»;https://data.mos.ru/apiproxy/opendata/7710881420-mesta-provedeniya-festivalya-moskovskoe-morojenoe/meta.csv;csv;Архивный;2528;
642;7704221753-WaterSpringsCondition;Состояние родников (за исключением микробиологических показателей качества воды);https://data.mos.ru/apiproxy/opendata/7704221753-sostoyanie-rodnikov-za-isklyucheniem-mikrobiologicheskih-pokazateley-kachestva-vody/meta.csv;csv;Активный;2454;
643;7704221753-AirPollutionParameters;Параметры загрязнения атмосферного воздуха;https://data.mos.ru/apiproxy/opendata/7704221753-parametry-zagryazneniya-atmosfernogo-vozduha/meta.csv;csv;Активный;2444;
644;7704221753-NoisePollutionControl;Результаты мониторинга уровней шума по данным передвижной экологической лаборатории;https://data.mos.ru/apiproxy/opendata/7704221753-rezultaty-monitoringa-urovney-shuma-po-dannym-peredvijnoy-ekologicheskoy-laboratorii/meta.csv;csv;Активный;2449;
645;7704221753-UnfavorableMeteorologicalConditions;Неблагоприятные метеорологические условия;https://data.mos.ru/apiproxy/opendata/7704221753-neblagopriyatnye-meteorologicheskie-usloviya/meta.csv;csv;Активный;2442;
646;7703742961-PersonaDirectionDGP;Справочник персоналий: Департамент градостроительной политики города Москвы;https://data.mos.ru/apiproxy/opendata/7703742961-spravochnik-personaliy-departament-gradostroitelnoy-politiki-goroda-moskvy/meta.csv;csv;Активный;2073;
647;7702155262-CulturalInstitutionsNotRelatedDC;(Архив) Учреждения культуры, неподведомственные Департаменту культуры города Москвы;https://data.mos.ru/apiproxy/opendata/7702155262-uchrejdeniya-kultury-nepodvedomstvennye-departamentu-kultury-goroda-moskvy/meta.csv;csv;Архивный;2563;
648;7704221753-LandslideAreas;Участки проявления оползневых процессов;https://data.mos.ru/apiproxy/opendata/7704221753-uchastki-proyavleniya-opolznevyh-protsessov/meta.csv;csv;Активный;2455;
649;7710881420-FishWeek;(Архив) Рыбная неделя в Москве;https://data.mos.ru/apiproxy/opendata/7710881420-rybnaya-nedelya-v-moskve/meta.csv;csv;Архивный;2471;
650;7707089084-ImmunologicalProphylaxis;Кабинеты иммунопрофилактики;https://data.mos.ru/apiproxy/opendata/7707089084-obekty-zdravoohraneniya-kabinety-immunoprofilaktiki/meta.csv;csv;Активный;2356;
651;7710881420-MoscowVarene;(Архив) Места проведения фестиваля «Московское Варенье»;https://data.mos.ru/apiproxy/opendata/7710881420-mesta-provedeniya-festivalya-moskovskoe-leto/meta.csv;csv;Архивный;1541;
652;7710168515-MainMacroeconomicIndicators;Основные макроэкономические показатели города Москвы;https://data.mos.ru/apiproxy/opendata/7710168515-osnovnye-makroekonomicheskie-pokazateli-goroda-moskvy/meta.csv;csv;Активный;2481;
653;7701236617-EnergySavingLamps;Пункты приема отработанных энергосберегающих ламп;https://data.mos.ru/apiproxy/opendata/7701236617-punkty-priema-otrabotannyh-energosberegayushchih-lamp/meta.csv;csv;Активный;2459;
654;7702155262-FestiveEventsOnCityDay;(Архив) Праздничные мероприятия в День города 2016;https://data.mos.ru/apiproxy/opendata/7702155262-prazdnichnye-meropriyatiya-v-den-goroda-2016/meta.csv;csv;Архивный;2683;
655;7710878000-CityWiFi;Городской Wi-Fi;https://data.mos.ru/apiproxy/opendata/7710878000-gorodskoy-wi-fi/meta.csv;csv;Активный;2756;
656;7704221753-EcologicalExaminationPlan;План проведения государственной экологической экспертизы на объектах, подлежащих государственному экологическому контролю, осуществляемому органами исполнительной власти субъектов Российской Федерации;https://data.mos.ru/apiproxy/opendata/7704221753-plan-provedeniya-gosudarstvennoy-ekologicheskoy-ekspertizy/meta.csv;csv;Активный;2634;
657;7704253064-UnemployedCitizensNumber;Численность безработных граждан, состоящих на учете в службе занятости населения, на конец периода;https://data.mos.ru/apiproxy/opendata/7704253064-chislennost-grajdan-imeyushchih-status-bezrabotnyh/meta.csv;csv;Активный;2081;
658;7704253064-AveragePensionSize;Средний размер пенсии получателей региональной социальной доплаты;https://data.mos.ru/apiproxy/opendata/7704253064-sredniy-razmer-pensii-poluchateley-regionalnoy-sotsialnoy-doplaty/meta.csv;csv;Активный;2608;
659;7704221753-WildlifeProtectionOIV;Наименования органов исполнительной власти субъектов Российской Федерации, осуществляющих полномочия в области охраны и использования объектов животного мира;https://data.mos.ru/apiproxy/opendata/7704221753-naimenovaniya-organov-ispolnitelnoy-vlasti-subektov-rossiyskoy-federatsii-osushchestvlyayushchih-polnomochiya-v-oblasti-ohrany-i-ispolzovaniya-obektov-jivotnogo-mira/meta.csv;csv;Активный;2383;
660;7710168515-InvestmentActivityIndicator;Показатели инвестиционной активности в городе Москве;https://data.mos.ru/apiproxy/opendata/7710168515-pokazateli-investitsionnoy-aktivnosti-v-gorode-moskve/meta.csv;csv;Активный;2462;
661;7708308010-SportEvents;(Архив) Перечень спортивных мероприятий в Москве на 2016 год;https://data.mos.ru/apiproxy/opendata/7708308010-perechen-sportivnyh-meropriyatiy-v-moskve-na-2016-god/meta.csv;csv;Архивный;2428;
662;7707639796-HouseConstruction;Информация по строительству многоквартирных домов;https://data.mos.ru/apiproxy/opendata/7707639796-informatsiya-po-stroitelstvu-mnogokvartirnyh-domov/meta.csv;csv;Активный;2387;
663;7704221753-SamplingSites;Створы наблюдений;https://data.mos.ru/apiproxy/opendata/7704221753-stvory-nablyudeniy/meta.csv;csv;Активный;2445;
664;7710695744-ScheduleDVMS;График приема граждан: Департамент внешнеэкономических и международных связей города Москвы;https://data.mos.ru/apiproxy/opendata/7710695744-grafik-priema-grajdan-departament-vneshneekonomicheskih-i-mejdunarodnyh-svyazey-goroda-moskvy/meta.csv;csv;Активный;2427;
665;-RoadRepair2016;(Архив) Выполнение плана дорожных ремонтных работ по городу Москве в 2016 году;https://data.mos.ru/apiproxy/opendata/-zaplanirovannye-dorojnye-remontnye-raboty-proezjey-chasti-na-2016-god/meta.csv;csv;Архивный;2468;
666;7704221753-MonthlyAirPollutionData;Среднемесячные показатели загрязнения атмосферного воздуха;https://data.mos.ru/apiproxy/opendata/7704221753-srednemesyachnye-pokazateli-zagryazneniya-atmosfernogo-vozduha/meta.csv;csv;Активный;2453;
667;7703465612-nationalTouristOffices;Национальные туристические офисы;https://data.mos.ru/apiproxy/opendata/7703465612-natsionalnye-turisticheskie-ofisy/meta.csv;csv;Активный;2466;
668;7710071979-IndustrialEnterprisesData;Данные по промышленным предприятиям;https://data.mos.ru/apiproxy/opendata/7710071979-dannye-po-promyshlennym-predpriyatiyam/meta.csv;csv;Активный;2601;
669;7701236617-FreightPermitRegister;Реестр выданных специальных разрешений на движение по улично-дорожной сети города Москвы тяжеловесного и (или) крупногабаритного транспортного средства;https://data.mos.ru/apiproxy/opendata/7701236617-reestr-vydannyh-razresheniy-na-perevozku-tyajelovesnyh-i-krupnogabaritnyh-gruzov/meta.csv;csv;Активный;2582;
670;7705021556-ArchaeologicalFindings;Археологические находки на реконструируемых улицах;https://data.mos.ru/apiproxy/opendata/7705021556-arheologicheskie-nahodki-na-rekonstruiruemyh-ulitsah/meta.csv;csv;Активный;2541;
671;7701236617-PlannedRenovationWorkRoad;(Архив) Запланированные ремонтные работы, которые могут вызвать полное или частичное перекрытие улично-дорожной сети;https://data.mos.ru/apiproxy/opendata/7701236617-zaplanirovannye-remontnye-raboty-kotorye-mogut-vyzvat-polnoe-ili-chastichnoe-perekrytie-ulichno-dorojnoy-seti/meta.csv;csv;Архивный;2587;
672;7704253064-FamilyHelpsFamilyCharityEvent;(Архив) Пункты приема благотворительной помощи в рамках акции «Семья помогает семье: Готовимся к школе!»;https://data.mos.ru/apiproxy/opendata/7704253064-obshchegorodskaya-blagotvoritelnaya-aktsiya-semya-pomogaet-seme-gotovimsya-k-shkole/meta.csv;csv;Архивный;2661;
673;7710168515-Tariffs2016;(Архив) Тарифы на коммунальные услуги для населения города Москвы на 2016 год;https://data.mos.ru/apiproxy/opendata/7710168515-tarify-na-kommunalnye-uslugi-dlya-naseleniya-goroda-moskvy-na-2016-god/meta.csv;csv;Архивный;2584;
674;7704221753-ConditionOfSoils;Состояние почв на основе суммарного показателя загрязнения;https://data.mos.ru/apiproxy/opendata/7704221753-sostoyanie-pochv-na-osnove-summarnogo-pokazatelya-zagryazneniya/meta.csv;csv;Активный;2452;
675;7704221753-RedBookPlants;Список объектов растительного мира, включаемых в Красную книгу города Москвы;https://data.mos.ru/apiproxy/opendata/7704221753-spisok-obektov-rastitelnogo-mira-vklyuchaemyh-v-krasnuyu-knigu-goroda-moskvy/meta.csv;csv;Активный;2382;
676;7704253498-NationalCulturalAssociationsData;Данные о национальных и межнациональных общественных объединениях, в том числе национально-культурных автономиях;https://data.mos.ru/apiproxy/opendata/7704253498-dannye-po-natsionalno-kulturnym-obedineniyam-i-natsionalnym-obshchestvennym-organizatsiyam/meta.csv;csv;Активный;2404;
677;7704786030-RaspisanieReysov;Маршруты и остановки наземного городского пассажирского транспорта (Расписание рейсов);https://data.mos.ru/apiproxy/opendata/7704786030-marshruty-i-ostanovki-nazemnogo-gorodskogo-passajirskogo-transporta-raspisanie-reysov/meta.csv;csv;Активный;60661;
678;7704786030-ostanovkiNGPT;Маршруты и остановки наземного городского пассажирского транспорта (Остановки);https://data.mos.ru/apiproxy/opendata/7704786030-marshruty-i-ostanovki-nazemnogo-gorodskogo-passajirskogo-transporta-ostanovki/meta.csv;csv;Активный;60662;
679;7704776811-Obschietrebovaniyaiporyadokobespecheniyabezopasnostireklamnyhkonstruktsiy;Общие требования и порядок обеспечения безопасности рекламных конструкций;https://data.mos.ru/apiproxy/opendata/7704776811-obshchie-trebovaniya-i-poryadok-obespecheniya-bezopasnosti-reklamnyh-konstruktsiy/meta.csv;csv;Активный;60786;
680;7710881420-BerryTradePlaces;Места ягодной торговли;https://data.mos.ru/apiproxy/opendata/7710881420-mesta-yagodnoy-torgovli/meta.csv;csv;Активный;2516;
681;7703465612-TourismAccreditedOrganizations;Перечень аккредитованных организаций, осуществляющих классификацию объектов туристской индустрии, включающих гостиницы и иные средства размещения, горнолыжные трассы, пляжи;https://data.mos.ru/apiproxy/opendata/7703465612-perechen-akkreditovannyh-organizatsiy-osushchestvlyayushchih-klassifikatsiyu-obektov-turistskoy-industrii/meta.csv;csv;Активный;2403;
682;7710461175-MunicipalDeputies;Депутаты муниципальных образований в городе Москве;https://data.mos.ru/apiproxy/opendata/7710461175-deputaty-munitsipalnyh-obrazovaniy-v-gorode-moskve/meta.csv;csv;Активный;2422;
683;7710878000-ServicesInformationList;Перечень сведений, находящихся в распоряжении органов власти города Москвы и необходимых для оказания услуг, предоставляемых в электронном виде;https://data.mos.ru/apiproxy/opendata/7710878000-perechen-svedeniy-nahodyashchihsya-v-rasporyajenii-organov-vlasti-goroda-moskvy/meta.csv;csv;Активный;2425;
684;7704221753-WaterObjMonthlyAverageConcentrations;(Архив) Среднемесячные концентрации анализируемых параметров в водных объектах;https://data.mos.ru/apiproxy/opendata/7704221753-srednemesyachnye-kontsentratsii-analiziruemyh-parametrov-v-vodnyh-obektah/meta.csv;csv;Архивный;2451;
685;7704221753-FreshwaterBodies;Перечень водных объектов, на которых осуществляются режимные наблюдения за качеством воды;https://data.mos.ru/apiproxy/opendata/7704221753-vodnye-obekty/meta.csv;csv;Активный;2446;
686;9710068955-InnovativeActivityIndicators;Основные показатели и индикаторы инновационного развития экономики города Москвы;https://data.mos.ru/apiproxy/opendata/9710068955-osnovnye-pokazateli-i-indikatory-innovatsionnoy-deyatelnosti-organizatsiy-promyshlennogo-proizvodstva/meta.csv;csv;Активный;2588;
687;7710152113-ExpensesDepartmentalStructure2014;Закон об исполнении бюджета города Москвы за 2014. Ведомственная структура расходов;https://data.mos.ru/apiproxy/opendata/7710152113-zakon-ob-ispolnenii-byudjeta-goroda-moskvy-za-2014-vedomstvennaya-struktura-rashodov/meta.csv;csv;Активный;3009;
688;7701236617-EjemesyachnayaSvodnayaStatistikaJKH;Ежемесячная сводная статистика в части жилищно-коммунальных услуг по городу Москве;https://data.mos.ru/apiproxy/opendata/7701236617-ejemesyachnaya-svodnaya-statistika-v-chasti-jilishchno-kommunalnyh-uslug-po-gorodu-moskve/meta.csv;csv;Активный;2981;
689;7702155262-GorodskieFeyerverki;(Архив) Места запуска праздничных фейерверков, организуемые Департаментом культуры города Москвы;https://data.mos.ru/apiproxy/opendata/7702155262-mesta-provedeniya-novogodnih-gorodskih-feyerverkov/meta.csv;csv;Архивный;2982;
690;7710878000-MoscowStateNeeds;Участие поставщиков в закупках для государственных нужд города Москвы;https://data.mos.ru/apiproxy/opendata/7710878000-uchastie-postavshchikov-v-zakupkah-dlya-gosudarstvennyh-nujd-goroda-moskvy/meta.csv;csv;Активный;3043;
691;7708308010-HandballGrounds;(Архив) Гандбольные поля;https://data.mos.ru/apiproxy/opendata/7708308010-gandbolnye-polya/meta.csv;csv;Архивный;2270;
692;7705021556-MemorialPlaques;Мемориальные доски города Москвы;https://data.mos.ru/apiproxy/opendata/7705021556-memorialnye-doski-goroda-moskvy/meta.csv;csv;Активный;2801;
693;7710152113-Zakonbyudzhetna2017godipland20182019god;Закон о бюджете города Москвы на 2017 год и плановый период 2018 и 2019 годов. Распределение бюджетных ассигнований по государственным программам города Москвы и подпрограммам государственных программ города Москвы;https://data.mos.ru/apiproxy/opendata/7710152113-zakon-o-byudjete-goroda-moskvy-na-2017-god-i-planoviy-period-2018-i-2019-godov-raspredelenie-byudjetnyh-assignovaniy-po-gosudarstvennym-programmam-goroda-moskvy/meta.csv;csv;Активный;60753;
694;7704776297-PoliceStations;Участковые пункты полиции города Москвы;https://data.mos.ru/apiproxy/opendata/7704776297-uchastkovye-punkty-politsii-goroda-moskvy/meta.csv;csv;Активный;2354;
695;7701236617-PersonaDirectionDZhKHiB;Справочник персоналий: Департамент жилищно-коммунального хозяйства города Москвы;https://data.mos.ru/apiproxy/opendata/7701236617-spravochnik-personaliy-departament-jilishchno-kommunalnogo-hozyaystva-i-blagoustroystva-goroda-moskvy/meta.csv;csv;Активный;2986;
696;7707639796-Indicators600;Публичная отчетность Департамента строительства города Москвы о ходе достижения показателей, содержащихся в указе Президента Российской Федерации от 7 мая 2012 года № 600;https://data.mos.ru/apiproxy/opendata/7707639796-publichnaya-otchetnost-departamenta-stroitelstva-goroda-moskvy-o-hode-dostijeniya-pokazateley-soderjashchihsya-v-ukaze-prezidenta-rossiyskoy-federatsii-ot-7-maya-2012-goda-600/meta.csv;csv;Активный;2388;
697;7710152113-ExpensesDepartmentalStructure2014and20152016;Закон о бюджете города Москвы на 2014 год и плановый период 2015 и 2016 годов. Ведомственная структура расходов;https://data.mos.ru/apiproxy/opendata/7710152113-zakon-o-byudjete-goroda-moskvy-na-2014-god-i-planoviy-period-2015-i-2016-godov/meta.csv;csv;Активный;3010;
698;7710152113-FinancingDeficitSources;Закон о бюджете города Москвы на 2014 год и плановый период 2015 и 2016 годов. Источники финансирования дефицита бюджета;https://data.mos.ru/apiproxy/opendata/7710152113-zakon-o-byudjete-goroda-moskvy-na-2014-god-i-planoviy-period-2015-i-2016-godov-istochniki-finansirovaniya-defitsita-byudjeta/meta.csv;csv;Активный;3022;
699;7701236617-EPDAdmAreaInfo;Количественная информация по единому платежному документу (ЕПД) в городе Москве в различных разрезах по округам;https://data.mos.ru/apiproxy/opendata/7701236617-kolichestvennaya-informatsiya-po-edinomu-platejnomu-dokumentu-v-gorode-moskve-v-razlichnyh-razrezah-po-okrugam/meta.csv;csv;Активный;2583;
700;7702155262-ParksMusicVenues;Музыкальные площадки в парках;https://data.mos.ru/apiproxy/opendata/7702155262-muzykalnye-ploshchadki-v-parkah/meta.csv;csv;Активный;2116;
701;7704786030-busstops;Остановочные пункты;https://data.mos.ru/apiproxy/opendata/7704786030-ostanovki-nazemnogo-gorodskogo-passajirskogo-transporta/meta.csv;csv;Активный;752;
702;7704253498-Synagogues;Синагоги;https://data.mos.ru/apiproxy/opendata/7704253498-sinagogi/meta.csv;csv;Активный;2268;
703;7701236617-Berths;Причалы;https://data.mos.ru/apiproxy/opendata/7701236617-prichaly/meta.csv;csv;Активный;3015;
704;7701679961-InspectionPlan;План проведения плановых проверок юридических лиц и индивидуальных предпринимателей (Госинспекция по недвижимости);https://data.mos.ru/apiproxy/opendata/7701679961-plan-provedeniya-planovyh-proverok-yuridicheskih-lits-i-individualnyh-predprinimateley/meta.csv;csv;Активный;3251;
705;7702051094-ApartmentBuildingsLicense;Реестр лицензий на осуществление предпринимательской деятельности по управлению многоквартирными домами города Москвы;https://data.mos.ru/apiproxy/opendata/7702051094-reestr-litsenziy-na-osushchestvlenie-predprinimatelskoy-deyatelnosti-po-upravleniyu-mnogokvartirnymi-domami-goroda-moskvy/meta.csv;csv;Активный;3102;
